Format=7,6257,,,Waist,,,,,,,,,,,6260,,,Right Wrist,,,,,,,,,,,6271,,,Left Wrist,,,,,,,,,,,6280,,,Right Foot,,,,,,,,,,,6283,,,Left Foot,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1557500865651975,-7.391267,-2.066088,5.571845,-0.862462,0.421146,0.180416,40.736103,7.315444,-23.561950,4635495234594144300.000000,0.661602,0.432898,0.218353,-0.572018,-9.470641,1.879187,1.659294,-1.240763,-1.033326,2.586393,42.574334,-9.456517,6.721670,4635493194484678700.000000,-0.677403,0.337924,-0.582971,-0.295090,-6.823046,0.592760,-0.432917,-0.088360,-0.309596,0.554291,46.155299,-0.791824,-11.012097,4635491369123577900.000000,-0.164853,0.776126,-0.100813,-0.600241,-8.850157,-14.183235,-3.840876,0.177589,0.452509,0.940667,40.379217,1.350988,12.939848,4635491691246125100.000000,0.750383,0.052259,0.655307,-0.069041,-4.819287,-1.989380,-1.632401,1.501901,-0.546078,-0.013646,27.736552,-32.630541,12.667014,4635492764987949100.000000,0.277527,0.853417,-0.283098,-0.338398
1557500865660308,-7.197437,-1.799931,4.519438,-0.848405,0.237971,0.066436,40.739313,7.400896,-23.281179,4635495234594144300.000000,0.663027,0.431379,0.220765,-0.570587,-9.146583,1.366753,1.446035,-1.331684,-1.133901,2.546883,42.272066,-10.569935,6.078963,4635493194484678700.000000,-0.675338,0.334283,-0.581398,-0.306839,-6.969812,0.543045,-0.542552,-0.268161,-0.338474,0.567133,46.404781,-1.302622,-10.901334,4635491369123577900.000000,-0.162880,0.775461,-0.101576,-0.601508,-9.703968,9.653343,-5.093716,-0.069528,0.576915,0.964733,40.236759,1.158086,12.950277,4635491691246125100.000000,0.749372,0.055051,0.656580,-0.065677,-4.282433,-1.862753,-2.084852,1.628239,-0.667794,-0.352508,27.565532,-32.417035,12.940514,4635492764987949100.000000,0.270278,0.854939,-0.284924,-0.338892
1557500865668641,-6.414337,-1.018885,6.088353,-0.883358,0.262288,0.014122,40.822014,7.489098,-23.000871,4635495234594144300.000000,0.664361,0.429768,0.223418,-0.569217,-8.724910,0.715778,1.397052,-1.334186,-1.194026,2.502023,41.881451,-11.675653,5.415470,4635493194484678700.000000,-0.673364,0.330634,-0.579496,-0.318505,-7.146307,0.495052,-0.634548,-0.476413,-0.367816,0.558776,46.776751,-2.016825,-11.052202,4635491369123577900.000000,-0.160267,0.774862,-0.101770,-0.602947,-9.117355,-5.790991,-0.989374,0.668251,0.538089,0.582889,40.240858,0.777260,13.076363,4635491691246125100.000000,0.748179,0.059090,0.657604,-0.065527,-3.677171,-1.475543,-2.559950,1.642450,-0.824958,-0.672742,27.842684,-32.241983,13.131901,4635492764987949100.000000,0.262320,0.856583,-0.285782,-0.340268
1557500865676974,-5.614494,-1.478007,4.456709,-0.876939,0.330041,-0.064345,40.827384,7.651403,-22.735557,4635495230586298400.000000,0.665426,0.428257,0.226379,-0.567941,-8.324552,0.309365,1.414666,-1.267197,-1.221688,2.461895,41.458397,-12.614331,4.891817,4635493289604829200.000000,-0.671496,0.326814,-0.577459,-0.329890,-7.329885,0.421215,-0.719636,-0.700099,-0.396167,0.544227,46.986294,-2.380444,-11.351564,4635491369123577900.000000,-0.156980,0.774339,-0.101335,-0.604555,-10.070841,-3.544388,-2.233421,0.820070,0.548558,0.884220,40.181508,0.614476,13.349001,4635491691246125100.000000,0.746983,0.064433,0.658528,-0.064845,-3.435605,-1.060487,-2.622529,1.611518,-0.983226,-0.964650,28.160079,-32.015199,13.393247,4635492961593646100.000000,0.253848,0.858257,-0.285699,-0.342539
1557500865685307,-5.567223,-1.490998,4.803451,-0.707267,0.279313,-0.127121,40.666060,7.904132,-22.556081,4635495135260462100.000000,0.666080,0.427034,0.228907,-0.567081,-8.035603,0.219905,1.460705,-1.162691,-1.253702,2.431974,41.021572,-13.435139,4.404941,4635493409233043500.000000,-0.669785,0.322687,-0.575347,-0.340936,-7.367472,0.378794,-0.757102,-0.936632,-0.411205,0.539457,46.871480,-2.422744,-11.571767,4635491369123577900.000000,-0.152945,0.773922,-0.100279,-0.606297,-8.473028,1.047991,1.503825,0.838185,0.560892,0.690932,40.257069,0.507036,13.508443,4635491691246125100.000000,0.745676,0.069306,0.659518,-0.064805,-2.725239,-0.790752,-2.669291,1.512807,-1.114894,-1.270708,28.320991,-31.638012,13.494159,4635492979736313900.000000,0.245113,0.859932,-0.284487,-0.345692
1557500865693640,-4.937926,-1.220740,4.894967,-0.603047,0.407610,-0.156281,40.751513,8.063284,-22.463318,4635495341968326700.000000,0.666353,0.426371,0.231595,-0.566167,-7.626511,-0.014285,1.631246,-1.010658,-1.280816,2.405989,40.624161,-14.232402,3.877442,4635493409233043500.000000,-0.668281,0.318120,-0.573255,-0.351537,-7.342692,0.214921,-0.672022,-1.162687,-0.417085,0.520339,46.597259,-2.665287,-11.694323,4635491315977609200.000000,-0.148229,0.773625,-0.098586,-0.608123,-10.884539,-4.038407,1.773560,0.732597,0.417245,0.775443,40.345467,0.219733,13.361206,4635491691246125100.000000,0.744798,0.074045,0.660049,-0.064248,-2.292452,-0.098589,-2.818691,1.328930,-1.281295,-1.578332,28.825066,-31.090935,13.557261,4635492979736313900.000000,0.236372,0.861466,-0.282041,-0.349939
1557500865701973,-4.474744,-1.226208,3.320869,-0.642283,0.535031,-0.193781,40.836952,8.234168,-22.179392,4635495341968326700.000000,0.666478,0.425861,0.234793,-0.565085,-7.045992,-0.199511,1.902588,-0.818174,-1.271740,2.379164,40.201115,-15.192363,3.310527,4635493361691558900.000000,-0.666957,0.313057,-0.571355,-0.361548,-7.228028,-0.162247,-0.507666,-1.332395,-0.419782,0.494133,46.436962,-2.868740,-11.821936,4635491261749395500.000000,-0.143027,0.773412,-0.096376,-0.609991,-9.428170,2.439600,4.105946,0.613160,0.296565,0.407291,40.322350,0.226668,13.555348,4635491691246125100.000000,0.744177,0.077371,0.660340,-0.064539,-2.090750,0.600331,-2.798594,1.095687,-1.441352,-1.871292,29.585684,-30.741712,13.707695,4635492783156387800.000000,0.227828,0.862789,-0.278321,-0.355283
1557500865710306,-4.666055,-1.379075,3.311208,-0.540164,0.553650,-0.233494,40.916027,8.404616,-21.820004,4635495341968326700.000000,0.666304,0.425635,0.237870,-0.564173,-6.580349,-0.153291,2.087280,-0.632637,-1.240886,2.344544,39.661572,-16.140891,2.742191,4635493301858861100.000000,-0.665767,0.307573,-0.569699,-0.370939,-6.935548,-0.451300,-0.306181,-1.449471,-0.419253,0.472230,46.479253,-2.790201,-12.047337,4635491261749395500.000000,-0.137497,0.773252,-0.093797,-0.611865,-10.406486,-4.639398,3.727160,0.453495,0.232768,0.199579,40.094384,0.262929,13.703785,4635491691246125100.000000,0.743721,0.079617,0.660536,-0.065052,-2.008227,0.949670,-3.007762,0.823418,-1.595584,-2.162832,30.444991,-30.412184,13.866357,4635492764987949100.000000,0.219625,0.863859,-0.273251,-0.361727
1557500865718639,-5.056598,-1.697832,2.760240,-0.529028,0.396793,-0.249867,40.827841,8.569689,-21.644182,4635495341968326700.000000,0.666223,0.425052,0.240513,-0.563588,-6.299389,-0.135679,2.164718,-0.474255,-1.210733,2.302869,39.102448,-16.914162,2.213073,4635493301858861100.000000,-0.664691,0.301764,-0.568249,-0.379760,-6.551476,-0.578907,-0.086712,-1.533012,-0.406557,0.455097,46.443884,-2.752328,-12.448780,4635491261749395500.000000,-0.131730,0.773146,-0.090957,-0.613693,-10.205503,-1.805228,3.132158,0.391374,0.048875,0.087235,40.021151,-0.047500,13.538011,4635491691246125100.000000,0.743759,0.081313,0.660214,-0.065799,-2.113745,1.177707,-3.440838,0.534125,-1.763098,-2.451530,31.278274,-29.792056,13.589319,4635492764987949100.000000,0.211808,0.864615,-0.266809,-0.369311
1557500865726972,-5.136646,-2.049990,2.790046,-0.448479,0.380370,-0.247969,40.669164,8.896072,-21.649121,4635495341968326700.000000,0.666015,0.424654,0.242916,-0.563103,-6.068862,-0.062628,2.201338,-0.359872,-1.189110,2.260407,38.703448,-17.684386,1.762639,4635493301858861100.000000,-0.663698,0.295745,-0.566919,-0.388128,-6.106123,-0.792207,0.235941,-1.562711,-0.378292,0.435938,46.242917,-2.837775,-12.804674,4635491261749395500.000000,-0.125897,0.773104,-0.087993,-0.615400,-8.029553,-2.247513,3.573312,0.456051,0.042388,-0.399280,39.945607,-0.245505,13.572598,4635491691246125100.000000,0.743655,0.081870,0.660015,-0.068231,-2.302858,1.654425,-3.590841,0.233809,-1.929911,-2.718424,32.186599,-29.145058,13.171365,4635492764987949100.000000,0.204443,0.864998,-0.259034,-0.377998
1557500865735305,-5.401630,-2.337010,2.655364,-0.303777,0.323670,-0.251924,40.519552,9.131592,-21.462377,4635495341968326700.000000,0.665596,0.424519,0.244829,-0.562871,-5.781481,0.023016,2.259577,-0.306470,-1.166240,2.208313,38.283376,-18.464453,1.359795,4635493301858861100.000000,-0.662728,0.289710,-0.565611,-0.396161,-5.690562,-1.054475,0.590466,-1.534150,-0.346776,0.401847,46.004810,-2.886987,-12.848738,4635491261749395500.000000,-0.120226,0.773107,-0.085008,-0.616948,-10.475785,-9.149794,1.558411,0.759311,-0.098436,-0.532899,39.842182,-0.010580,13.930749,4635491691246125100.000000,0.743788,0.082964,0.659332,-0.071956,-2.576358,1.830891,-3.478294,-0.045870,-2.074041,-2.963745,33.236114,-28.498135,12.755324,4635492568457377800.000000,0.197507,0.865006,-0.249992,-0.387633
1557500865743638,-5.874031,-2.153900,2.818094,-0.229126,0.212875,-0.248247,40.601822,9.146069,-21.185242,4635495341968326700.000000,0.665166,0.424335,0.246252,-0.562898,-5.477516,-0.049834,2.339620,-0.300728,-1.131588,2.135873,37.696246,-19.088787,0.994796,4635493301858861100.000000,-0.661735,0.283863,-0.564261,-0.403904,-5.324361,-1.262757,0.968104,-1.450074,-0.304704,0.359652,45.845355,-2.814644,-12.938430,4635491261749395500.000000,-0.114913,0.773161,-0.082124,-0.618282,-8.394556,-1.406191,1.669222,0.929377,-0.128387,-0.696433,39.682336,0.137060,14.202294,4635491691246125100.000000,0.743880,0.084130,0.658550,-0.076662,-2.756580,1.876833,-3.355186,-0.302080,-2.177980,-3.204348,34.298148,-27.638887,12.239732,4635492550239584300.000000,0.190955,0.864682,-0.239685,-0.398011
1557500865751971,-5.932798,-1.973990,2.761606,-0.158406,0.190295,-0.259915,40.598664,9.225613,-21.012551,4635495341968326700.000000,0.664604,0.424283,0.247468,-0.563067,-5.307622,-0.174904,2.239973,-0.326764,-1.114778,2.023323,37.207378,-19.577050,0.715244,4635493301858861100.000000,-0.660797,0.278358,-0.562726,-0.411345,-4.994392,-1.276260,1.419750,-1.342670,-0.259225,0.332262,45.723677,-2.734458,-13.206976,4635491261749395500.000000,-0.109995,0.773264,-0.079450,-0.619396,-8.648131,-4.310350,2.030112,1.037895,-0.015034,-1.091284,39.533330,0.327985,14.368114,4635491691246125100.000000,0.743472,0.084589,0.658203,-0.082845,-2.960976,1.757066,-3.188444,-0.516198,-2.261759,-3.424129,35.348904,-26.469622,11.536146,4635492550239584300.000000,0.184682,0.864034,-0.228222,-0.408966
1557500865760304,-5.930099,-1.863298,2.544411,-0.111953,0.111048,-0.268583,40.522220,9.467034,-21.099853,4635495341968326700.000000,0.664021,0.424165,0.248372,-0.563446,-5.197960,-0.189916,1.879359,-0.402722,-1.114569,1.879282,36.864375,-20.173401,0.445485,4635493396901699600.000000,-0.659959,0.273381,-0.560843,-0.418537,-4.665184,-1.281125,1.726500,-1.215834,-0.207046,0.314689,45.444210,-2.776728,-13.294383,4635491261749395500.000000,-0.105510,0.773428,-0.077071,-0.620272,-10.227865,-6.420146,2.243018,1.391723,-0.096665,-1.047491,39.595524,0.811242,14.376182,4635491691246125100.000000,0.743142,0.086241,0.657436,-0.089887,-3.235522,1.455233,-2.570733,-0.621062,-2.273633,-3.605865,36.376389,-25.128097,10.559001,4635492550239584300.000000,0.178417,0.863199,-0.215855,-0.420074
1557500865768637,-5.856847,-1.426010,3.314098,-0.130758,0.114519,-0.253348,40.684091,9.628934,-20.913112,4635495341968326700.000000,0.663501,0.424020,0.249303,-0.563756,-5.016261,-0.139894,1.545360,-0.548309,-1.096570,1.711051,36.403531,-20.905807,0.057882,4635493516607225900.000000,-0.659153,0.269212,-0.558518,-0.425558,-4.401616,-1.348853,1.993890,-1.048294,-0.129185,0.290145,45.246675,-2.862180,-13.202763,4635491367976775700.000000,-0.101601,0.773710,-0.075080,-0.620816,-9.152103,1.253644,0.765795,1.467643,-0.176678,-1.067544,39.644604,1.145816,14.461616,4635491691246125100.000000,0.742954,0.088047,0.656366,-0.097219,-3.661456,1.238395,-2.336023,-0.612525,-2.259428,-3.758817,37.334686,-23.773224,9.479922,4635492550239584300.000000,0.171816,0.862255,-0.202861,-0.431096
1557500865776970,-5.793955,-1.355986,3.101838,-0.027395,0.234818,-0.259003,40.919216,9.561095,-20.646317,4635495341968326700.000000,0.662660,0.424439,0.250335,-0.563973,-4.912777,-0.009834,1.453868,-0.782729,-1.048705,1.521198,35.919049,-21.459961,-0.472188,4635493516607225900.000000,-0.658262,0.266198,-0.555656,-0.432523,-4.405950,-1.403324,2.348145,-0.862482,-0.056912,0.266612,45.289071,-2.863097,-13.201845,4635491476497760300.000000,-0.098327,0.774096,-0.073525,-0.621048,-9.144230,-1.647469,2.453687,1.436388,-0.129981,-1.175334,39.429291,1.714168,14.562017,4635491691246125100.000000,0.742568,0.089433,0.655461,-0.104717,-4.179157,1.444142,-2.341747,-0.543541,-2.250245,-3.928011,38.353979,-22.284026,8.203463,4635492550239584300.000000,0.164622,0.861225,-0.189295,-0.441994
1557500865785303,-6.014073,-1.052600,1.837985,0.064336,0.310494,-0.271905,40.913370,9.640636,-20.740827,4635495341968326700.000000,0.661545,0.425275,0.251384,-0.564186,-5.087023,0.339311,1.668950,-1.121594,-0.968755,1.311302,35.586421,-21.757153,-0.956924,4635493516607225900.000000,-0.657142,0.264731,-0.552130,-0.439583,-4.800214,-1.507014,2.581133,-0.663923,-0.005069,0.245262,45.211384,-2.904429,-13.371810,4635491476497760300.000000,-0.095733,0.774534,-0.072437,-0.621035,-9.346099,-1.549606,1.025499,1.610815,-0.341551,-0.989298,38.881383,2.957892,14.796963,4635491691246125100.000000,0.742728,0.091778,0.653717,-0.112185,-4.692798,1.699407,-1.919455,-0.360412,-2.212387,-4.072496,39.234008,-20.782829,7.267111,4635492353784121300.000000,0.156484,0.860195,-0.175442,-0.452545
1557500865793636,-6.566102,-0.816481,1.392477,0.014246,0.212984,-0.258734,40.751527,9.882085,-20.742244,4635495341968326700.000000,0.660650,0.425758,0.252259,-0.564479,-5.708460,0.810417,2.112166,-1.542202,-0.891076,1.080737,35.309883,-22.045898,-1.374322,4635493516607225900.000000,-0.655754,0.265075,-0.547753,-0.446865,-5.519336,-1.363349,2.733515,-0.484168,0.043523,0.220192,44.973420,-3.033068,-13.501388,4635491476497760300.000000,-0.093769,0.775029,-0.071753,-0.620797,-8.967554,3.356725,2.074514,1.441081,-0.441482,-1.048141,38.120433,4.399664,14.927357,4635491691246125100.000000,0.743150,0.093393,0.651727,-0.119401,-5.629856,1.933422,-1.667762,-0.050802,-2.130759,-4.209671,39.765697,-19.359520,6.631796,4635492335491219500.000000,0.146989,0.859301,-0.161549,-0.462492
1557500865801969,-7.183677,-1.115701,1.736141,-0.006116,0.080971,-0.236148,40.510545,10.049831,-20.471815,4635495349854201900.000000,0.659982,0.425899,0.252779,-0.564921,-6.657759,1.028006,2.475056,-1.977565,-0.852053,0.832285,34.884516,-22.272880,-1.935596,4635493516607225900.000000,-0.654202,0.267230,-0.542352,-0.454381,-6.403573,-1.093312,2.886302,-0.349940,0.077868,0.197703,44.892248,-3.076266,-13.459139,4635491423409841200.000000,-0.092287,0.775564,-0.071357,-0.620396,-9.183149,-1.297011,3.133144,1.488688,-0.558910,-1.081703,37.499995,5.575679,14.885692,4635491691246125100.000000,0.743808,0.095010,0.649324,-0.126886,-6.908108,2.433436,-2.094745,0.278473,-2.108819,-4.298523,40.232751,-17.798114,5.596951,4635492335491219500.000000,0.136112,0.858378,-0.147882,-0.472008
1557500865810302,-7.669731,-1.568375,1.847937,-0.054789,-0.010271,-0.209013,40.351846,10.129007,-20.478539,4635495556716691500.000000,0.659559,0.425722,0.253116,-0.565398,-7.591106,0.932465,2.428576,-2.348542,-0.853409,0.565755,34.641554,-22.429924,-2.633729,4635493516607225900.000000,-0.652674,0.270975,-0.535891,-0.461962,-7.289359,-0.898675,2.960227,-0.272580,0.087060,0.189590,44.977701,-3.154728,-13.409901,4635491369123577900.000000,-0.091075,0.776094,-0.071139,-0.619937,-9.402595,0.393186,3.289785,1.528323,-0.777581,-0.897024,37.510756,6.281197,14.696565,4635491681145169900.000000,0.745089,0.097137,0.646108,-0.133982,-8.012918,3.103328,-2.538226,0.599633,-2.117225,-4.337942,40.718814,-16.514144,4.511877,4635492335491219500.000000,0.123959,0.857303,-0.134637,-0.481185
1557500865818635,-8.087576,-1.727967,2.919916,-0.062746,-0.056524,-0.171109,40.201668,10.046693,-20.651341,4635495556716691500.000000,0.659288,0.425455,0.253278,-0.565843,-8.459139,0.450603,2.074848,-2.593686,-0.866965,0.301090,35.178070,-22.764393,-3.545864,4635493421653095400.000000,-0.651326,0.275923,-0.528557,-0.469328,-8.010649,-0.612160,2.984504,-0.276397,0.086520,0.177457,44.942450,-3.313415,-13.445973,4635491369123577900.000000,-0.089884,0.776626,-0.070871,-0.619476,-9.025616,1.081787,4.006976,1.447649,-0.893001,-1.015077,37.741522,6.618790,14.685506,4635491583871942700.000000,0.746594,0.098633,0.642584,-0.141262,-9.266810,3.284525,-2.732063,0.989426,-2.081993,-4.262802,40.615382,-14.910726,3.615246,4635492237291454500.000000,0.110543,0.856111,-0.122353,-0.489779
1557500865826968,-8.253992,-1.904355,2.650044,-0.058437,-0.083186,-0.147378,40.269544,10.049821,-20.554139,4635495560646744100.000000,0.659091,0.425164,0.253316,-0.566273,-9.286616,-0.080695,1.692206,-2.706922,-0.871485,0.057030,35.737880,-22.882844,-4.505296,4635493301858861100.000000,-0.650242,0.281674,-0.520636,-0.476218,-8.747837,-0.445640,3.039226,-0.334984,0.080184,0.166079,44.783762,-3.357453,-13.489181,4635491369123577900.000000,-0.088535,0.777165,-0.070412,-0.619046,-9.513805,0.705411,3.635688,1.462951,-1.024104,-0.899383,37.924548,7.040730,14.666004,4635491583871942700.000000,0.748456,0.100412,0.638552,-0.148265,-10.480690,3.731461,-3.115134,1.487360,-1.985801,-4.098204,39.675069,-12.582481,3.104685,4635492031693934600.000000,0.095701,0.854920,-0.111562,-0.497501
1557500865835301,-8.282268,-1.903461,2.386412,-0.134352,-0.102996,-0.117392,40.195851,10.141081,-20.475836,4635495671950978000.000000,0.659120,0.424650,0.253426,-0.566576,-9.993747,-0.384467,1.371986,-2.691610,-0.874093,-0.159748,35.337097,-22.327990,-5.254447,4635493301858861100.000000,-0.649515,0.287814,-0.512410,-0.482420,-9.529988,-0.523954,3.130579,-0.403926,0.064197,0.176676,44.703510,-3.356623,-13.531425,4635491369123577900.000000,-0.086942,0.777684,-0.069804,-0.618690,-8.303092,0.977560,4.216931,1.256887,-1.095190,-1.020372,37.753631,7.529068,14.450423,4635491583871942700.000000,0.750465,0.101184,0.634432,-0.155116,-11.756090,4.855043,-4.165478,1.952673,-1.907782,-3.837352,39.019219,-10.681305,2.617479,4635492013368672300.000000,0.079747,0.853622,-0.102572,-0.504429
1557500865843634,-7.779835,-1.869218,3.164688,-0.129233,0.027277,-0.085504,40.119333,10.378974,-20.585256,4635495878839238700.000000,0.659077,0.424493,0.253826,-0.566565,-10.462352,-0.599310,1.116808,-2.533740,-0.877770,-0.354997,34.974818,-21.953768,-6.009282,4635493301858861100.000000,-0.649287,0.293902,-0.504187,-0.487693,-10.050918,-0.477619,3.252508,-0.487031,0.037052,0.177410,44.745750,-3.472102,-13.659110,4635491369123577900.000000,-0.085086,0.778159,-0.068974,-0.618443,-9.631422,1.531223,3.471741,0.984052,-1.122971,-0.814380,37.612548,8.018403,14.148344,4635491583871942700.000000,0.752747,0.101633,0.630278,-0.160602,-12.658266,5.905176,-5.555450,2.325212,-1.869066,-3.532037,39.144661,-9.730112,2.207338,4635492013368672300.000000,0.063103,0.852078,-0.095382,-0.510767
1557500865851967,-7.562617,-1.572711,2.577019,-0.157252,0.069757,-0.058125,40.278014,10.452655,-20.672660,4635495878839238700.000000,0.659102,0.424390,0.254362,-0.566373,-10.799860,-0.711720,0.925492,-2.244875,-0.892897,-0.531515,35.420206,-22.185678,-6.824788,4635493301858861100.000000,-0.649722,0.299516,-0.496232,-0.491838,-10.326185,-0.396101,3.410903,-0.583742,0.013420,0.167184,44.710539,-3.594583,-13.570589,4635491369123577900.000000,-0.082950,0.778607,-0.067854,-0.618294,-7.805442,1.211698,5.643243,0.825469,-1.251492,-0.939453,37.775081,8.502873,13.768014,4635491573794336800.000000,0.755307,0.101172,0.625846,-0.166110,-13.402103,6.183606,-7.071820,2.636666,-1.816239,-3.138398,39.217164,-9.231861,1.815701,4635492013368672300.000000,0.046193,0.850267,-0.090186,-0.516506
1557500865860300,-7.738864,-1.169163,1.987656,-0.163232,0.052580,-0.040177,40.425131,10.538106,-20.489105,4635495878839238700.000000,0.659197,0.424251,0.254833,-0.566154,-11.221441,-0.939117,0.770770,-1.840892,-0.924097,-0.685030,35.476419,-21.829680,-7.404783,4635493349302967300.000000,-0.650975,0.304263,-0.488780,-0.494721,-10.437330,-0.530098,3.431133,-0.663990,0.012228,0.170841,44.588039,-3.601610,-13.258803,4635491369123577900.000000,-0.080544,0.779073,-0.066539,-0.618167,-10.485379,2.252785,2.371901,0.429395,-1.174982,-0.546863,38.077591,8.832501,13.486073,4635491476497760300.000000,0.758070,0.100543,0.621735,-0.169311,-13.509418,7.194859,-8.352146,2.821127,-1.727578,-2.736778,38.976802,-8.622867,1.514371,4635492013368672300.000000,0.029514,0.848248,-0.086743,-0.521613
1557500865868633,-8.068204,-0.464990,2.535369,-0.159834,0.117147,-0.000253,40.266454,10.626211,-20.301355,4635495882743520300.000000,0.659312,0.424316,0.255403,-0.565715,-11.681325,-1.090721,0.647282,-1.361445,-0.957332,-0.821771,34.962872,-21.011522,-7.834572,4635493409233043500.000000,-0.653135,0.307899,-0.482015,-0.496261,-10.220181,-0.676721,3.381164,-0.714930,0.053508,0.164633,44.665454,-3.600753,-13.297884,4635491369123577900.000000,-0.077978,0.779658,-0.065087,-0.617913,-8.785081,2.805823,3.386814,0.084091,-1.266190,-0.837308,38.244261,9.147156,13.167988,4635491476497760300.000000,0.760978,0.098009,0.617678,-0.172567,-12.754609,9.062507,-9.620532,2.840816,-1.652330,-2.274647,39.009633,-8.067327,1.221426,4635492013368672300.000000,0.013789,0.845974,-0.084924,-0.526237
1557500865876966,-8.737829,-0.838756,1.485748,-0.207822,0.160456,0.022800,40.110419,10.779137,-20.319777,4635495986213421100.000000,0.659519,0.424377,0.256166,-0.565083,-12.142358,-0.871864,0.494272,-0.862700,-0.990320,-0.957398,34.951472,-20.855055,-8.368558,4635493409233043500.000000,-0.656242,0.310364,-0.475988,-0.496444,-10.021988,-0.877338,3.538552,-0.720599,0.122456,0.137441,44.825149,-3.673993,-13.609659,4635491369123577900.000000,-0.075445,0.780424,-0.063555,-0.617420,-10.519367,1.850183,2.381244,-0.204477,-1.250033,-0.379457,38.496422,9.288310,12.606442,4635491476497760300.000000,0.764263,0.095752,0.613670,-0.173619,-12.850913,11.449922,-11.169125,2.793419,-1.525891,-2.015801,39.438994,-7.875165,1.095873,4635492013368672300.000000,-0.001160,0.843663,-0.083868,-0.530281
1557500865885299,-9.994426,-1.419519,2.031999,-0.248947,0.053291,0.060497,40.028076,10.776039,-20.496229,4635495986213421100.000000,0.660000,0.424114,0.256664,-0.564491,-12.646841,-0.382721,0.302923,-0.403684,-1.025445,-1.096508,35.234248,-20.736434,-8.850918,4635493409233043500.000000,-0.660268,0.311760,-0.470608,-0.495358,-10.137161,-1.031308,3.879489,-0.676531,0.186545,0.115964,44.789832,-3.753269,-13.655068,4635491475222104100.000000,-0.073093,0.781339,-0.062087,-0.616694,-9.555826,1.808903,0.018214,-0.579310,-1.257347,-0.519993,38.834068,9.140664,12.035690,4635491476497760300.000000,0.767585,0.091937,0.609942,-0.174159,-10.377604,10.385667,-12.040710,2.737173,-1.361303,-1.433741,39.981007,-8.062473,1.075298,4635492013368672300.000000,-0.014569,0.841325,-0.084699,-0.533654
1557500865893632,-10.908752,-2.178907,1.879936,-0.163582,0.049620,0.049737,40.028076,10.693686,-20.492679,4635495986213421100.000000,0.660309,0.424067,0.256971,-0.564026,-13.144737,0.323206,0.180567,-0.008361,-1.058455,-1.230384,35.348369,-20.174961,-9.075189,4635493314381983700.000000,-0.665116,0.312246,-0.465753,-0.493150,-10.253923,-0.983510,4.270372,-0.611369,0.252737,0.117933,44.673510,-3.718116,-13.429771,4635491583871942700.000000,-0.070931,0.782397,-0.060814,-0.615731,-10.826824,0.830763,-1.301859,-0.709743,-1.285940,-0.171513,39.225031,9.012852,11.393779,4635491476497760300.000000,0.771252,0.088568,0.606058,-0.173261,-11.706953,13.648340,-13.437954,2.564343,-1.110591,-1.406507,40.820538,-8.349176,0.973799,4635492013368672300.000000,-0.027223,0.839389,-0.085228,-0.536116
1557500865901965,-11.780502,-2.696160,2.544185,-0.098701,0.039290,0.035876,40.031173,10.696782,-20.395475,4635495986213421100.000000,0.660480,0.424160,0.257122,-0.563686,-13.543911,1.095414,0.119531,0.340651,-1.086351,-1.352676,35.524054,-19.861444,-9.380577,4635493194484678700.000000,-0.670688,0.311924,-0.461349,-0.489938,-10.363039,-0.981874,4.594369,-0.531985,0.317401,0.128679,44.666441,-3.637806,-13.209456,4635491583871942700.000000,-0.068985,0.783590,-0.059799,-0.614534,-10.705064,1.153238,-2.151373,-1.123468,-1.160780,-0.291529,39.367736,9.205419,10.917741,4635491496573240300.000000,0.774635,0.083656,0.602891,-0.171654,-5.424404,9.924831,-13.763330,2.335696,-0.973201,-0.429332,41.843523,-8.697960,0.852771,4635492013368672300.000000,-0.036845,0.837320,-0.088655,-0.538217
1557500865910298,-12.462717,-3.642798,2.967300,0.230913,0.172514,-0.005392,40.116612,10.776491,-20.313120,4635495993971373100.000000,0.659828,0.425431,0.256939,-0.563576,-13.850540,1.655047,0.053097,0.657644,-1.105979,-1.454459,35.548851,-19.651139,-9.847637,4635493194484678700.000000,-0.676873,0.310847,-0.457371,-0.485828,-10.636436,-1.104098,4.808821,-0.415819,0.374593,0.154066,44.709539,-3.794560,-13.116929,4635491583871942700.000000,-0.067340,0.784883,-0.059182,-0.613124,-9.942009,-1.245570,-2.912572,-1.016623,-1.245408,-0.091301,39.371501,9.594566,10.441658,4635491691246125100.000000,0.778299,0.079528,0.599274,-0.169695,-15.881575,18.909506,-15.601253,2.051111,-0.462429,-2.039588,42.858718,-8.851054,0.730710,4635492013368672300.000000,-0.048893,0.836923,-0.085881,-0.538325
