Format=7,6257,,,Waist,,,,,,,,,,,6260,,,Right Wrist,,,,,,,,,,,6271,,,Left Wrist,,,,,,,,,,,6280,,,Right Foot,,,,,,,,,,,6283,,,Left Foot,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1557500865918631,-13.125706,-4.085320,2.169932,0.250808,0.103177,-0.036178,40.195882,10.699700,-20.312677,4635496208743644200.000000,0.659140,0.426560,0.256575,-0.563693,-14.105760,2.133356,-0.057886,0.951992,-1.114301,-1.531316,35.289363,-19.002537,-10.199088,4635493194484678700.000000,-0.683560,0.309040,-0.453825,-0.480919,-10.960589,-1.201901,4.882961,-0.271179,0.431690,0.230587,44.715717,-4.075764,-13.104723,4635491583871942700.000000,-0.065960,0.786257,-0.059200,-0.611510,-12.655690,0.980006,-4.293918,-1.376900,-1.093999,-0.071141,39.530184,9.842918,9.973595,4635491691246125100.000000,0.781680,0.074386,0.596363,-0.166716,-24.272996,-5.787373,-18.014849,2.900137,-0.479951,-1.006180,43.447781,-8.639402,0.787189,4635492013368672300.000000,-0.061585,0.835808,-0.088585,-0.538317
1557500865926964,-14.160009,-3.638991,6.217316,0.648850,0.158117,-0.066980,40.113525,10.532344,-20.300470,4635496415710150700.000000,0.657609,0.428879,0.255482,-0.564218,-14.297099,2.685501,-0.302828,1.207353,-1.113981,-1.566376,35.506622,-18.335337,-10.392466,4635493099648007200.000000,-0.690585,0.306539,-0.450702,-0.475388,-11.192970,-1.184880,4.864879,-0.127422,0.492570,0.340573,44.757911,-4.157154,-13.014158,4635491583871942700.000000,-0.064757,0.787715,-0.059962,-0.609686,-10.005227,-2.537965,-4.369905,-1.103055,-1.125395,-0.111971,39.696885,10.013840,9.548679,4635491691246125100.000000,0.784987,0.070009,0.593141,-0.164557,-12.042595,14.092360,-4.723867,2.779184,0.524535,3.825727,43.796257,-8.964341,0.960859,4635492111516896300.000000,-0.062642,0.834958,-0.108069,-0.535950
1557500865935297,-13.799881,-3.306589,3.686436,0.808969,0.420740,-0.232613,40.113525,10.464382,-20.289143,4635496415710150700.000000,0.655113,0.432074,0.255028,-0.564889,-14.290100,3.113382,-0.543632,1.406831,-1.098013,-1.545746,36.214651,-18.060451,-10.418306,4635492979736313900.000000,-0.697727,0.303420,-0.447997,-0.469481,-11.484705,-1.213483,4.930714,0.004533,0.556615,0.460632,44.801170,-4.192243,-12.789024,4635491583871942700.000000,-0.063670,0.789261,-0.061471,-0.607646,-11.889087,-1.551603,-4.213949,-1.336821,-0.996182,0.063630,39.941027,10.176753,8.800965,4635491691246125100.000000,0.788126,0.065388,0.590420,-0.161204,-2.782687,60.731752,-9.179007,1.021181,-0.065885,1.480877,44.215127,-10.056914,1.065860,4635492415187525600.000000,-0.063085,0.834116,-0.115292,-0.535704
1557500865943630,-13.236987,-2.277053,2.971001,0.943360,0.566796,-0.315526,40.119257,10.534989,-20.300911,4635496411832105000.000000,0.652010,0.435884,0.254805,-0.565653,-14.176759,3.402379,-0.846119,1.638874,-1.114703,-1.493908,36.642343,-17.898113,-10.392780,4635492979736313900.000000,-0.705019,0.299457,-0.445710,-0.463267,-11.881369,-1.426728,5.149832,0.143785,0.616526,0.596193,44.843358,-4.429288,-12.550441,4635491583871942700.000000,-0.062685,0.790877,-0.063794,-0.605404,-9.338863,-3.255740,-4.135817,-1.154344,-0.872961,0.166369,40.185125,10.270157,8.158977,4635491691246125100.000000,0.790947,0.061698,0.587925,-0.157926,9.431977,8.162486,-8.590220,0.256352,-0.502266,0.797016,44.843168,-10.636317,1.074252,4635492442865401900.000000,-0.062610,0.832801,-0.118310,-0.537146
1557500865951963,-11.694936,-2.110025,1.423137,1.196603,0.724025,-0.413113,40.278377,10.538066,-20.294319,4635496308335968300.000000,0.648027,0.440637,0.254585,-0.566645,-13.981629,3.633197,-1.456128,1.906907,-1.160798,-1.382125,36.650909,-17.653981,-10.319541,4635492979736313900.000000,-0.712433,0.294367,-0.443887,-0.456894,-12.157651,-1.851680,5.526877,0.327617,0.670974,0.724032,44.928810,-4.746680,-12.361149,4635491583871942700.000000,-0.061974,0.792535,-0.067016,-0.602957,-14.183948,-0.476159,-6.540388,-1.419464,-0.709362,0.379458,40.421320,10.447914,7.701076,4635491691246125100.000000,0.793542,0.057760,0.586062,-0.153251,-8.860365,-6.006365,-4.879990,0.588334,0.186203,1.195702,45.345166,-10.960437,1.230469,4635492442865401900.000000,-0.062060,0.832724,-0.123631,-0.536130
1557500865960296,-11.064400,-1.765094,0.352649,0.980833,0.629412,-0.437313,40.448840,10.623517,-20.114723,4635496308335968300.000000,0.644461,0.444544,0.254659,-0.567626,-13.202297,3.907931,-2.079029,2.131275,-1.143088,-1.199597,36.674676,-17.485287,-10.321750,4635492979736313900.000000,-0.719652,0.288262,-0.442705,-0.450575,-12.195658,-2.552452,6.141736,0.595617,0.715457,0.816148,44.978099,-5.064073,-12.129824,4635491583871942700.000000,-0.061907,0.794188,-0.071225,-0.600300,-10.777208,-3.873895,-5.812468,-1.169826,-0.617364,0.188270,40.602759,10.701138,7.419201,4635491691246125100.000000,0.795700,0.054237,0.584365,-0.149792,-10.514120,9.799183,-14.270199,1.021225,0.845828,2.382059,45.632584,-11.767664,1.512927,4635492442865401900.000000,-0.060027,0.833330,-0.134196,-0.532869
1557500865968629,-11.557282,-2.572835,1.637207,1.124517,0.517556,-0.510493,40.601822,10.708969,-20.032349,4635496308335968300.000000,0.640553,0.448484,0.254225,-0.569143,-12.388994,4.109938,-2.618957,2.308578,-1.066555,-1.013537,36.831927,-17.476709,-10.295469,4635493027130389500.000000,-0.726501,0.281380,-0.442245,-0.444344,-12.261005,-3.285586,6.922452,0.941316,0.726409,0.858709,44.990305,-5.381428,-11.849087,4635491583871942700.000000,-0.062879,0.795739,-0.076440,-0.597497,-13.349338,-4.551568,-4.701767,-0.853927,-0.705083,0.532545,41.035124,11.020173,7.119430,4635491691246125100.000000,0.798192,0.052542,0.582082,-0.145978,-6.615718,22.856841,-8.447160,-0.032903,0.269889,1.456014,46.023871,-12.465975,1.281521,4635492442865401900.000000,-0.056716,0.833369,-0.139052,-0.531925
1557500865976962,-12.802614,-1.491379,2.034428,0.944003,0.390296,-0.627904,40.596128,10.788278,-20.021836,4635496308335968300.000000,0.636818,0.451503,0.254097,-0.571001,-11.998389,3.987122,-2.894587,2.397997,-0.956259,-0.813649,36.927395,-17.587658,-10.031564,4635493181881228300.000000,-0.732786,0.274017,-0.442456,-0.438374,-12.552839,-3.788243,7.686033,1.322487,0.699916,0.866781,45.159132,-5.855402,-11.520160,4635491583871942700.000000,-0.065108,0.797083,-0.082620,-0.594638,-12.131091,-3.741239,-4.227408,-0.671643,-0.556968,0.642378,41.757716,11.079142,6.745201,4635491691246125100.000000,0.800331,0.051807,0.580141,-0.142205,-7.164957,-2.076369,4.079235,-0.114180,0.297300,1.606619,46.482450,-12.803688,0.989626,4635492639112527900.000000,-0.052777,0.833366,-0.144254,-0.530949
1557500865985295,-13.402967,-0.896397,2.930767,0.872642,0.393460,-0.770380,40.440061,10.708959,-19.739370,4635496308335968300.000000,0.632856,0.454180,0.254413,-0.573138,-11.580785,3.879092,-2.638484,2.401314,-0.810783,-0.618392,36.965112,-17.708648,-9.665317,4635493301858861100.000000,-0.738360,0.266508,-0.443279,-0.432782,-12.768624,-4.190129,8.436230,1.727120,0.628201,0.842577,45.410421,-6.454044,-11.226064,4635491583871942700.000000,-0.068770,0.798094,-0.089694,-0.591838,-13.472317,-2.706937,-5.281979,-0.444340,-0.595818,0.837862,42.494385,10.753791,6.318572,4635491691246125100.000000,0.802612,0.052278,0.577879,-0.138335,-9.326134,5.221023,1.418615,0.205081,0.853089,2.319129,46.756682,-13.175803,1.220963,4635492657613766700.000000,-0.048041,0.834030,-0.152751,-0.527971
1557500865993628,-14.037638,-1.055584,3.667693,0.668919,0.159931,-0.863638,40.357674,10.800103,-19.750318,4635496308335968300.000000,0.629288,0.455653,0.254774,-0.575731,-11.430819,3.884822,-2.024567,2.331756,-0.640936,-0.445967,37.012848,-17.781886,-9.460737,4635493301858861100.000000,-0.743151,0.259163,-0.444637,-0.427621,-12.883717,-4.557789,8.940565,2.118439,0.503007,0.783385,45.460848,-6.895107,-10.940228,4635491583871942700.000000,-0.073928,0.798636,-0.097489,-0.589246,-13.132573,-0.079796,-6.191092,-0.157915,-0.326629,0.796338,43.161388,10.343087,6.137772,4635491691246125100.000000,0.804143,0.053761,0.576348,-0.135231,-9.030929,6.463835,-4.013741,-0.268682,0.471327,1.438253,46.868016,-13.632322,1.512889,4635492657613766700.000000,-0.043844,0.834448,-0.157061,-0.526408
1557500866001961,-13.991910,-1.495059,5.196724,0.622569,-0.223048,-0.876345,40.348972,11.046805,-20.044991,4635496308335968300.000000,0.626169,0.456065,0.254266,-0.579022,-11.560410,3.857539,-1.415001,2.208684,-0.490599,-0.279076,37.018233,-17.860505,-9.417656,4635493301858861100.000000,-0.747160,0.252125,-0.446374,-0.423008,-12.910215,-4.458764,8.919200,2.381439,0.334503,0.704516,45.393631,-7.254643,-10.658352,4635491583871942700.000000,-0.080224,0.798630,-0.105601,-0.587028,-14.975921,1.046987,-8.499189,0.012220,-0.363642,0.927130,43.912861,9.863869,5.942739,4635491691246125100.000000,0.805783,0.056106,0.574557,-0.132100,-8.861938,-3.244475,-2.071565,0.097700,0.465604,1.904479,47.010297,-13.739225,1.281555,4635492657613766700.000000,-0.039907,0.834437,-0.163789,-0.524686
1557500866010294,-13.361065,-0.282175,7.095957,0.735645,-0.273526,-0.794679,40.104824,11.355931,-20.053282,4635496308335968300.000000,0.623069,0.456729,0.253197,-0.582301,-11.296570,3.965229,-0.957600,2.042725,-0.353916,-0.116632,36.955057,-17.978259,-9.163852,4635493207136640000.000000,-0.750394,0.245514,-0.448373,-0.419038,-12.715702,-3.814189,8.578521,2.439433,0.149671,0.608439,45.404871,-7.693625,-10.414849,4635491583871942700.000000,-0.087030,0.798102,-0.113455,-0.585309,-15.826223,2.251591,-9.003586,0.174343,-0.449996,0.586779,44.717191,9.472062,5.392222,4635491691246125100.000000,0.807391,0.058132,0.572457,-0.130516,-8.783450,12.332407,-3.705851,-0.447828,0.406461,0.999510,47.167905,-13.745536,1.168139,4635492853811583000.000000,-0.036097,0.834968,-0.166163,-0.523370
1557500866018627,-12.516992,1.050166,7.535857,0.786840,-0.223802,-0.584483,39.868946,11.438337,-19.976071,4635496304509458400.000000,0.620315,0.457861,0.251733,-0.584982,-10.574623,4.198594,-0.646305,1.830057,-0.197729,0.029261,36.769453,-18.104643,-8.706825,4635493087110496300.000000,-0.752815,0.239546,-0.450606,-0.415742,-12.519586,-3.140717,7.994704,2.305474,-0.044551,0.497500,45.412029,-8.169686,-10.260404,4635491583871942700.000000,-0.093752,0.797114,-0.120526,-0.584203,-15.919496,2.499071,-11.057476,0.724875,-0.553076,0.147904,45.364639,9.069305,4.858016,4635491691246125100.000000,0.808185,0.063780,0.569494,-0.135817,-12.011389,-7.911389,0.211065,-0.200582,0.280525,1.339346,47.181614,-13.678620,1.148551,4635493068555495400.000000,-0.032497,0.834928,-0.170238,-0.522359
1557500866026960,-11.932968,2.380877,8.030841,0.840787,-0.378419,-0.383943,39.860206,11.432267,-20.448203,4635496200961785900.000000,0.618094,0.458959,0.249354,-0.587485,-9.803364,4.272968,-0.520975,1.615698,-0.017026,0.144183,36.576638,-18.222397,-8.248327,4635493087110496300.000000,-0.754446,0.234330,-0.453123,-0.413013,-12.457573,-2.670189,7.436770,2.031151,-0.256500,0.367308,45.338789,-8.573485,-10.290349,4635491689802784800.000000,-0.099984,0.795710,-0.126397,-0.583843,-12.763083,0.234100,-8.577580,2.168010,-0.700830,-0.545107,45.750209,8.666461,4.563374,4635491691246125100.000000,0.809141,0.069800,0.565656,-0.143009,-9.384125,15.711085,-1.810808,-0.705765,0.155974,0.674503,46.891644,-13.605376,0.991359,4635493087110496300.000000,-0.028678,0.835136,-0.170882,-0.522038
1557500866035293,-10.738376,2.387448,9.615229,1.023983,-0.239580,-0.282251,39.939588,11.267433,-20.801414,4635496200961785900.000000,0.615612,0.460968,0.246689,-0.589639,-9.340869,4.028531,-0.532802,1.445109,0.169671,0.258780,36.461014,-18.418766,-7.791294,4635493087110496300.000000,-0.755332,0.229739,-0.456024,-0.410774,-12.626363,-2.429598,7.203018,1.677915,-0.475455,0.221590,45.307696,-8.854926,-10.369620,4635491798620307500.000000,-0.105514,0.793942,-0.130820,-0.584302,-12.209513,-6.077573,-10.137365,3.847697,-0.579882,-0.879123,45.831996,8.293098,4.002710,4635491681274008600.000000,0.808964,0.080760,0.561218,-0.155211,-12.675568,-4.421592,3.203105,-0.575715,0.025238,0.850764,46.775001,-13.665963,0.541639,4635493087110496300.000000,-0.025024,0.834906,-0.172405,-0.522094
1557500866043626,-9.616900,2.248764,8.835558,1.158940,-0.191117,-0.321571,39.854135,11.276105,-20.808785,4635496200961785900.000000,0.612707,0.463392,0.243891,-0.591925,-9.123649,3.602743,-0.606041,1.313289,0.350554,0.379599,36.394597,-18.657514,-7.365119,4635493087110496300.000000,-0.755516,0.225632,-0.459367,-0.408984,-12.955924,-2.663759,7.189664,1.329851,-0.705492,0.079926,45.271734,-8.936316,-10.545376,4635491798620307500.000000,-0.110361,0.791805,-0.133813,-0.585627,-13.352723,-3.384707,-9.193241,5.693178,-0.986656,-1.333549,45.749702,8.268806,3.366480,4635491583871942700.000000,0.808447,0.096590,0.554119,-0.173310,-9.254651,12.638320,0.910683,-0.733320,-0.020269,0.314579,46.744255,-13.527307,0.065551,4635492989013814300.000000,-0.022024,0.834968,-0.171715,-0.522358
1557500866051959,-9.234741,2.314221,8.779177,1.159470,-0.216654,-0.412929,39.765671,11.511149,-21.022339,4635496189558191100.000000,0.609580,0.465652,0.241200,-0.594477,-8.972837,3.136392,-0.614703,1.172255,0.533979,0.489807,36.321357,-18.894825,-6.949039,4635493087110496300.000000,-0.755006,0.222058,-0.463135,-0.407630,-13.255387,-3.339101,7.232802,1.074289,-0.948415,-0.070913,45.192312,-8.899197,-10.813906,4635491798620307500.000000,-0.114868,0.789246,-0.135562,-0.587808,-15.476243,-10.530568,-7.954755,6.435654,-0.651656,-2.072907,45.585591,8.842553,3.081429,4635491583871942700.000000,0.805732,0.113403,0.547521,-0.195337,-15.166982,-5.476205,1.126556,-0.328270,-0.050823,0.459795,46.441026,-13.379764,-0.466301,4635492979736313900.000000,-0.020140,0.834815,-0.172408,-0.522449
1557500866060292,-9.742265,2.115441,9.152634,1.173932,-0.179401,-0.490526,39.592604,11.487705,-21.393421,4635495878839238700.000000,0.606175,0.467950,0.238717,-0.597150,-8.911405,2.743523,-0.336967,0.948616,0.737417,0.589017,36.355742,-19.165877,-6.447494,4635493087110496300.000000,-0.753708,0.219331,-0.467239,-0.406824,-13.535988,-4.102990,7.028309,0.912029,-1.185676,-0.227084,45.034796,-8.905216,-11.166742,4635491798620307500.000000,-0.119354,0.786241,-0.136276,-0.590769,-19.996895,-15.093785,-22.097705,6.010576,-0.263294,-1.789569,45.481139,9.393649,2.856922,4635491583871942700.000000,0.801942,0.129686,0.542037,-0.215097,-9.816826,5.840495,1.852059,-0.171325,-0.123652,0.299991,46.334497,-13.645856,-0.936410,4635492979736313900.000000,-0.019204,0.834603,-0.172880,-0.522667
1557500866068625,-10.083424,0.523407,8.714142,1.177156,-0.087238,-0.557214,39.365853,11.169774,-21.554816,4635495878839238700.000000,0.602484,0.470408,0.236587,-0.599797,-9.083594,2.567891,0.356185,0.646320,0.947904,0.670115,36.456686,-19.476431,-5.935849,4635493087110496300.000000,-0.751567,0.217744,-0.471552,-0.406661,-13.750705,-4.684414,6.631169,0.808582,-1.413178,-0.364370,44.712419,-8.917423,-11.654332,4635491745680481300.000000,-0.123964,0.782771,-0.136159,-0.594443,-18.342202,4.721908,-16.280312,5.646520,-0.179932,-1.751766,45.302338,9.753749,2.475375,4635491583871942700.000000,0.797657,0.144844,0.536791,-0.233708,-12.107196,-0.689064,0.790577,0.181197,-0.198598,0.133810,45.959199,-13.471621,-1.054631,4635492979736313900.000000,-0.019913,0.834318,-0.173534,-0.522879
1557500866076958,-9.772235,-0.172774,7.976899,1.236727,0.007729,-0.606544,39.286439,11.178388,-21.461046,4635495878839238700.000000,0.598437,0.473190,0.234640,-0.602419,-9.603281,2.489277,1.145000,0.308883,1.121733,0.706951,36.329031,-19.799160,-5.509685,4635493087110496300.000000,-0.748697,0.217427,-0.475858,-0.407110,-13.890997,-4.925601,6.301077,0.707999,-1.620670,-0.488943,44.393852,-8.887504,-12.275677,4635491691246125100.000000,-0.128664,0.778869,-0.135265,-0.598759,-12.489271,10.579724,-7.086880,4.737776,0.407177,-2.185029,45.022233,10.434437,2.215195,4635491583871942700.000000,0.791735,0.156523,0.534359,-0.251231,-9.847351,1.883160,0.215332,0.429235,-0.230450,0.076707,44.742397,-12.270703,-1.140091,4635492979736313900.000000,-0.021635,0.833982,-0.174524,-0.523018
1557500866085291,-10.296722,0.123218,7.444080,1.231801,-0.044435,-0.630182,39.359833,11.419521,-21.486174,4635495878839238700.000000,0.594367,0.475791,0.232620,-0.605177,-10.211586,2.398446,1.632062,-0.082999,1.246726,0.701756,36.126053,-20.091104,-5.174290,4635493134425748500.000000,-0.745211,0.218547,-0.479869,-0.408195,-14.055528,-5.034085,5.959978,0.591442,-1.797581,-0.611126,44.468805,-8.772143,-13.085959,4635491691246125100.000000,-0.133381,0.774607,-0.133573,-0.603616,-12.072969,5.717866,-7.742708,3.713279,0.700480,-2.446223,44.501613,11.310866,2.303370,4635491583871942700.000000,0.785214,0.164500,0.533924,-0.267028,-11.557957,-1.771012,-1.690651,0.675000,-0.256265,-0.152675,43.660474,-11.333693,-1.481907,4635492979736313900.000000,-0.024731,0.833727,-0.175246,-0.523046
1557500866093624,-10.805125,0.517580,7.031183,1.238134,-0.060408,-0.598980,39.106920,11.569604,-21.861156,4635495878839238700.000000,0.590355,0.478382,0.230481,-0.607874,-10.692021,2.246994,1.771522,-0.528271,1.348109,0.666580,36.160394,-20.292219,-4.855864,4635493194484678700.000000,-0.741153,0.221283,-0.483388,-0.409954,-14.334871,-5.391981,5.611499,0.518329,-1.953665,-0.716158,44.540557,-8.493149,-13.863040,4635491691246125100.000000,-0.138201,0.769995,-0.131253,-0.608917,-13.881056,1.826808,-8.953137,2.763471,1.005866,-2.593138,43.904650,12.035318,2.667506,4635491603738871800.000000,0.778249,0.169346,0.535490,-0.280891,-8.688937,3.570482,-1.800844,0.694481,-0.333602,-0.115580,43.345259,-11.678855,-2.093420,4635492979736313900.000000,-0.027874,0.833264,-0.176125,-0.523329
1557500866101957,-11.162666,1.338573,6.676780,1.240679,-0.015079,-0.561674,38.956399,11.490171,-22.135457,4635495878839238700.000000,0.586365,0.481116,0.228370,-0.610369,-11.066921,1.919700,1.784759,-1.000675,1.452365,0.624417,36.293638,-20.374157,-4.452011,4635493194484678700.000000,-0.736487,0.225729,-0.486360,-0.412416,-14.617036,-5.838495,5.390543,0.490930,-2.091555,-0.787301,43.658650,-7.753485,-14.461696,4635491691246125100.000000,-0.143174,0.765024,-0.128537,-0.614587,-15.176584,2.019412,-9.797679,1.840872,1.165119,-2.690375,43.309737,12.712695,3.129081,4635491798620307500.000000,0.771277,0.171141,0.538606,-0.292823,-9.546963,-0.122439,-3.923804,0.530417,-0.293917,-0.616289,42.889291,-11.730256,-2.315727,4635492979736313900.000000,-0.031511,0.833264,-0.174906,-0.523532
1557500866110290,-10.615909,1.908458,6.311416,1.197619,0.070181,-0.526726,39.027069,11.569614,-22.226247,4635495878839238700.000000,0.582447,0.483981,0.226504,-0.612547,-11.295353,1.514988,1.883445,-1.453441,1.545351,0.569619,36.309168,-20.374157,-4.043371,4635493194484678700.000000,-0.731253,0.231821,-0.488755,-0.415508,-14.625710,-6.301135,5.226187,0.503329,-2.215554,-0.858743,42.325208,-6.787328,-15.113462,4635491691246125100.000000,-0.148419,0.759694,-0.125529,-0.620547,-14.731333,3.234162,-7.988004,0.927271,1.332279,-2.758974,42.641884,13.696115,3.595661,4635491798620307500.000000,0.764347,0.170031,0.543330,-0.302747,-11.283505,3.409941,-4.839505,0.409509,-0.473810,-0.610743,41.744443,-10.906443,-2.398495,4635492979736313900.000000,-0.034847,0.832871,-0.173412,-0.524442
1557500866118623,-10.148406,2.365900,5.969181,1.202789,0.092220,-0.499609,39.018486,11.481587,-22.138461,4635495878839238700.000000,0.578545,0.486926,0.224623,-0.614600,-11.468737,1.174626,1.884712,-1.817568,1.583936,0.491770,36.198273,-20.374157,-3.727002,4635493194484678700.000000,-0.725658,0.239228,-0.490518,-0.419025,-14.388641,-6.790318,4.964703,0.571829,-2.325155,-0.929907,41.623003,-6.203665,-15.978415,4635491691246125100.000000,-0.154101,0.753994,-0.122383,-0.626712,-13.540572,4.075285,-5.902997,0.194036,1.467037,-2.846415,42.105044,14.739721,4.327376,4635491798620307500.000000,0.757385,0.166539,0.549386,-0.311138,-8.440213,3.605968,-1.998415,-0.089101,-0.434785,-0.860174,41.126762,-10.627349,-2.817240,4635492783669562400.000000,-0.036970,0.832803,-0.169962,-0.525534
1557500866126956,-9.876281,2.626533,5.629324,1.175000,0.141488,-0.461273,38.777360,11.328042,-22.324973,4635495878839238700.000000,0.574732,0.489953,0.222853,-0.616414,-11.514914,0.831391,1.787659,-2.060595,1.576661,0.410850,36.179410,-20.444068,-3.571391,4635493194484678700.000000,-0.719901,0.247498,-0.491702,-0.422749,-14.185718,-7.013064,4.514835,0.662694,-2.415046,-1.001855,41.342604,-6.168966,-16.870927,4635491691246125100.000000,-0.160280,0.747948,-0.119167,-0.632995,-12.656165,4.139695,-4.985416,-0.475574,1.644865,-2.883649,41.306350,15.730049,5.056777,4635491818616075300.000000,0.750296,0.161060,0.556807,-0.317932,-8.221425,7.534892,-4.073188,-0.494577,-0.512299,-1.003417,41.657537,-11.511113,-3.291252,4635492764987949100.000000,-0.038051,0.832711,-0.165108,-0.527147
